1,2021-09-09T20:20:00 America/New_York,DAL,TB
1,2021-09-12T13:00:00 America/New_York,ARI,TEN
1,2021-09-12T13:00:00 America/New_York,JAX,HOU
1,2021-09-12T13:00:00 America/New_York,LAC,WAS
1,2021-09-12T13:00:00 America/New_York,MIN,CIN
1,2021-09-12T13:00:00 America/New_York,NYJ,CAR
1,2021-09-12T13:00:00 America/New_York,PHI,ATL
1,2021-09-12T13:00:00 America/New_York,PIT,BUF
1,2021-09-12T13:00:00 America/New_York,SF,DET
1,2021-09-12T13:00:00 America/New_York,SEA,IND
1,2021-09-12T16:25:00 America/New_York,CLE,KC
1,2021-09-12T16:25:00 America/New_York,DEN,NYG
1,2021-09-12T16:25:00 America/New_York,GB,NO
1,2021-09-12T16:25:00 America/New_York,MIA,NE
1,2021-09-12T20:20:00 America/New_York,CHI,LAR
1,2021-09-13T20:15:00 America/New_York,BAL,LV
2,2021-09-16T20:20:00 America/New_York,NYG,WAS
2,2021-09-19T13:00:00 America/New_York,BUF,MIA
2,2021-09-19T13:00:00 America/New_York,CIN,CHI
2,2021-09-19T13:00:00 America/New_York,DEN,JAX
2,2021-09-19T13:00:00 America/New_York,HOU,CLE
2,2021-09-19T13:00:00 America/New_York,LV,PIT
2,2021-09-19T13:00:00 America/New_York,LAR,IND
2,2021-09-19T13:00:00 America/New_York,NE,NYJ
2,2021-09-19T13:00:00 America/New_York,NO,CAR
2,2021-09-19T13:00:00 America/New_York,SF,PHI
2,2021-09-19T16:05:00 America/New_York,ATL,TB
2,2021-09-19T16:05:00 America/New_York,MIN,ARI
2,2021-09-19T16:25:00 America/New_York,DAL,LAC
2,2021-09-19T16:25:00 America/New_York,TEN,SEA
2,2021-09-19T20:15:00 America/New_York,DET,GB
2,2021-09-19T20:20:00 America/New_York,KC,BAL
3,2021-09-23T20:20:00 America/New_York,CAR,HOU
3,2021-09-26T13:00:00 America/New_York,ARI,JAX
3,2021-09-26T13:00:00 America/New_York,ATL,NYG
3,2021-09-26T13:00:00 America/New_York,BAL,DET
3,2021-09-26T13:00:00 America/New_York,CHI,CLE
3,2021-09-26T13:00:00 America/New_York,CIN,PIT
3,2021-09-26T13:00:00 America/New_York,IND,TEN
3,2021-09-26T13:00:00 America/New_York,LAC,KC
3,2021-09-26T13:00:00 America/New_York,NO,NE
3,2021-09-26T13:00:00 America/New_York,WAS,BUF
3,2021-09-26T16:05:00 America/New_York,MIA,LV
3,2021-09-26T16:05:00 America/New_York,NYJ,DEN
3,2021-09-26T16:25:00 America/New_York,SEA,MIN
3,2021-09-26T16:25:00 America/New_York,TB,LAR
3,2021-09-26T20:20:00 America/New_York,GB,SF
3,2021-09-27T20:15:00 America/New_York,PHI,DAL
4,2021-09-30T20:20:00 America/New_York,JAX,CIN
4,2021-10-03T13:00:00 America/New_York,CAR,DAL
4,2021-10-03T13:00:00 America/New_York,CLE,MIN
4,2021-10-03T13:00:00 America/New_York,DET,CHI
4,2021-10-03T13:00:00 America/New_York,HOU,BUF
4,2021-10-03T13:00:00 America/New_York,IND,MIA
4,2021-10-03T13:00:00 America/New_York,KC,PHI
4,2021-10-03T13:00:00 America/New_York,NYG,NO
4,2021-10-03T13:00:00 America/New_York,TEN,NYJ
4,2021-10-03T13:00:00 America/New_York,WAS,ATL
4,2021-10-03T16:05:00 America/New_York,ARI,LAR
4,2021-10-03T16:05:00 America/New_York,SEA,SF
4,2021-10-03T16:25:00 America/New_York,BAL,DEN
4,2021-10-03T16:25:00 America/New_York,PIT,GB
4,2021-10-03T20:20:00 America/New_York,TB,NE
4,2021-10-04T20:15:00 America/New_York,LV,LAC
5,2021-10-07T20:20:00 America/New_York,LAR,SEA
5,2021-10-10T09:30:00 America/New_York,NYJ,ATL
5,2021-10-10T13:00:00 America/New_York,DEN,PIT
5,2021-10-10T13:00:00 America/New_York,DET,MIN
5,2021-10-10T13:00:00 America/New_York,GB,CIN
5,2021-10-10T13:00:00 America/New_York,MIA,TB
5,2021-10-10T13:00:00 America/New_York,NE,HOU
5,2021-10-10T13:00:00 America/New_York,NO,WAS
5,2021-10-10T13:00:00 America/New_York,PHI,CAR
5,2021-10-10T13:00:00 America/New_York,TEN,JAX
5,2021-10-10T16:05:00 America/New_York,CHI,LV
5,2021-10-10T16:05:00 America/New_York,CLE,LAC
5,2021-10-10T16:25:00 America/New_York,NYG,DAL
5,2021-10-10T16:25:00 America/New_York,SF,ARI
5,2021-10-10T20:20:00 America/New_York,BUF,KC
5,2021-10-11T20:15:00 America/New_York,IND,BAL
6,2021-10-14T20:20:00 America/New_York,TB,PHI
6,2021-10-17T09:30:00 America/New_York,MIA,JAX
6,2021-10-17T13:00:00 America/New_York,CIN,DET
6,2021-10-17T13:00:00 America/New_York,GB,CHI
6,2021-10-17T13:00:00 America/New_York,HOU,IND
6,2021-10-17T13:00:00 America/New_York,KC,WAS
6,2021-10-17T13:00:00 America/New_York,LAC,BAL
6,2021-10-17T13:00:00 America/New_York,LAR,NYG
6,2021-10-17T13:00:00 America/New_York,MIN,CAR
6,2021-10-17T16:05:00 America/New_York,ARI,CLE
6,2021-10-17T16:25:00 America/New_York,DAL,NE
6,2021-10-17T16:25:00 America/New_York,LV,DEN
6,2021-10-17T20:20:00 America/New_York,SEA,PIT
6,2021-10-18T20:15:00 America/New_York,BUF,TEN
7,2021-10-21T20:20:00 America/New_York,DEN,CLE
7,2021-10-24T13:00:00 America/New_York,ATL,MIA
7,2021-10-24T13:00:00 America/New_York,CAR,NYG
7,2021-10-24T13:00:00 America/New_York,CIN,BAL
7,2021-10-24T13:00:00 America/New_York,KC,TEN
7,2021-10-24T13:00:00 America/New_York,NYJ,NE
7,2021-10-24T13:00:00 America/New_York,WAS,GB
7,2021-10-24T16:05:00 America/New_York,DET,LAR
7,2021-10-24T16:05:00 America/New_York,PHI,LV
7,2021-10-24T16:25:00 America/New_York,CHI,TB
7,2021-10-24T16:25:00 America/New_York,HOU,ARI
7,2021-10-24T20:20:00 America/New_York,IND,SF
7,2021-10-25T20:15:00 America/New_York,NO,SEA
8,2021-10-28T20:20:00 America/New_York,GB,ARI
8,2021-10-31T13:00:00 America/New_York,CAR,ATL
8,2021-10-31T13:00:00 America/New_York,CIN,NYJ
8,2021-10-31T13:00:00 America/New_York,LAR,HOU
8,2021-10-31T13:00:00 America/New_York,MIA,BUF
8,2021-10-31T13:00:00 America/New_York,PHI,DET
8,2021-10-31T13:00:00 America/New_York,PIT,CLE
8,2021-10-31T13:00:00 America/New_York,SF,CHI
8,2021-10-31T13:00:00 America/New_York,TEN,IND
8,2021-10-31T16:05:00 America/New_York,JAX,SEA
8,2021-10-31T16:05:00 America/New_York,NE,LAC
8,2021-10-31T16:25:00 America/New_York,TB,NO
8,2021-10-31T16:25:00 America/New_York,WAS,DEN
8,2021-10-31T20:20:00 America/New_York,DAL,MIN
8,2021-11-01T20:15:00 America/New_York,NYG,KC
9,2021-11-04T20:20:00 America/New_York,NYJ,IND
9,2021-11-07T13:00:00 America/New_York,ATL,NO
9,2021-11-07T13:00:00 America/New_York,BUF,JAX
9,2021-11-07T13:00:00 America/New_York,CLE,CIN
9,2021-11-07T13:00:00 America/New_York,DEN,DAL
9,2021-11-07T13:00:00 America/New_York,HOU,MIA
9,2021-11-07T13:00:00 America/New_York,LV,NYG
9,2021-11-07T13:00:00 America/New_York,MIN,BAL
9,2021-11-07T13:00:00 America/New_York,NE,CAR
9,2021-11-07T16:05:00 America/New_York,LAC,PHI
9,2021-11-07T16:25:00 America/New_York,ARI,SF
9,2021-11-07T16:25:00 America/New_York,GB,KC
9,2021-11-07T20:20:00 America/New_York,TEN,LAR
9,2021-11-08T20:15:00 America/New_York,CHI,PIT
10,2021-11-11T20:20:00 America/New_York,BAL,MIA
10,2021-11-14T13:00:00 America/New_York,ATL,DAL
10,2021-11-14T13:00:00 America/New_York,BUF,NYJ
10,2021-11-14T13:00:00 America/New_York,CLE,NE
10,2021-11-14T13:00:00 America/New_York,DET,PIT
10,2021-11-14T13:00:00 America/New_York,JAX,IND
10,2021-11-14T13:00:00 America/New_York,NO,TEN
10,2021-11-14T13:00:00 America/New_York,TB,WAS
10,2021-11-14T16:05:00 America/New_York,CAR,ARI
10,2021-11-14T16:05:00 America/New_York,MIN,LAC
10,2021-11-14T16:25:00 America/New_York,PHI,DEN
10,2021-11-14T16:25:00 America/New_York,SEA,GB
10,2021-11-14T20:20:00 America/New_York,KC,LV
10,2021-11-15T20:15:00 America/New_York,LAR,SF
11,2021-11-18T20:20:00 America/New_York,NE,ATL
11,2021-11-21T13:00:00 America/New_York,BAL,CHI
11,2021-11-21T13:00:00 America/New_York,DET,CLE
11,2021-11-21T13:00:00 America/New_York,GB,MIN
11,2021-11-21T13:00:00 America/New_York,HOU,TEN
11,2021-11-21T13:00:00 America/New_York,IND,BUF
11,2021-11-21T13:00:00 America/New_York,MIA,NYJ
11,2021-11-21T13:00:00 America/New_York,NO,PHI
11,2021-11-21T13:00:00 America/New_York,SF,JAX
11,2021-11-21T13:00:00 America/New_York,WAS,CAR
11,2021-11-21T16:05:00 America/New_York,CIN,LV
11,2021-11-21T16:25:00 America/New_York,ARI,SEA
11,2021-11-21T16:25:00 America/New_York,DAL,KC
11,2021-11-21T20:20:00 America/New_York,PIT,LAC
11,2021-11-22T20:15:00 America/New_York,NYG,TB
12,2021-11-25T12:30:00 America/New_York,CHI,DET
12,2021-11-25T16:30:00 America/New_York,LV,DAL
12,2021-11-25T20:20:00 America/New_York,BUF,NO
12,2021-11-28T13:00:00 America/New_York,ATL,JAX
12,2021-11-28T13:00:00 America/New_York,CAR,MIA
12,2021-11-28T13:00:00 America/New_York,NYJ,HOU
12,2021-11-28T13:00:00 America/New_York,PHI,NYG
12,2021-11-28T13:00:00 America/New_York,PIT,CIN
12,2021-11-28T13:00:00 America/New_York,TB,IND
12,2021-11-28T13:00:00 America/New_York,TEN,NE
12,2021-11-28T16:05:00 America/New_York,LAC,DEN
12,2021-11-28T16:25:00 America/New_York,LAR,GB
12,2021-11-28T16:25:00 America/New_York,MIN,SF
12,2021-11-28T20:20:00 America/New_York,CLE,BAL
12,2021-11-29T20:15:00 America/New_York,SEA,WAS
13,2021-12-02T20:20:00 America/New_York,DAL,NO
13,2021-12-05T13:00:00 America/New_York,ARI,CHI
13,2021-12-05T13:00:00 America/New_York,DEN,KC
13,2021-12-05T13:00:00 America/New_York,IND,HOU
13,2021-12-05T13:00:00 America/New_York,LAC,CIN
13,2021-12-05T13:00:00 America/New_York,MIN,DET
13,2021-12-05T13:00:00 America/New_York,NYG,MIA
13,2021-12-05T13:00:00 America/New_York,PHI,NYJ
13,2021-12-05T13:00:00 America/New_York,TB,ATL
13,2021-12-05T16:05:00 America/New_York,WAS,LV
13,2021-12-05T16:25:00 America/New_York,BAL,PIT
13,2021-12-05T16:25:00 America/New_York,JAX,LAR
13,2021-12-05T20:20:00 America/New_York,SF,SEA
13,2021-12-06T20:15:00 America/New_York,NE,BUF
14,2021-12-09T20:20:00 America/New_York,PIT,MIN
14,2021-12-12T13:00:00 America/New_York,ATL,CAR
14,2021-12-12T13:00:00 America/New_York,BAL,CLE
14,2021-12-12T13:00:00 America/New_York,DAL,WAS
14,2021-12-12T13:00:00 America/New_York,JAX,TEN
14,2021-12-12T13:00:00 America/New_York,LV,KC
14,2021-12-12T13:00:00 America/New_York,NO,NYJ
14,2021-12-12T13:00:00 America/New_York,SF,CIN
14,2021-12-12T13:00:00 America/New_York,SEA,HOU
14,2021-12-12T16:05:00 America/New_York,DET,DEN
14,2021-12-12T16:05:00 America/New_York,NYG,LAC
14,2021-12-12T16:25:00 America/New_York,BUF,TB
14,2021-12-12T20:20:00 America/New_York,CHI,GB
14,2021-12-13T20:15:00 America/New_York,LAR,ARI
15,2021-12-16T20:20:00 America/New_York,KC,LAC
15,2021-12-19T13:00:00 America/New_York,ARI,DET
15,2021-12-19T13:00:00 America/New_York,CAR,BUF
15,2021-12-19T13:00:00 America/New_York,DAL,NYG
15,2021-12-19T13:00:00 America/New_York,GB,BAL
15,2021-12-19T13:00:00 America/New_York,HOU,JAX
15,2021-12-19T13:00:00 America/New_York,LV,CLE
15,2021-12-19T13:00:00 America/New_York,NE,IND
15,2021-12-19T13:00:00 America/New_York,NYJ,MIA
15,2021-12-19T13:00:00 America/New_York,TEN,PIT
15,2021-12-19T13:00:00 America/New_York,WAS,PHI
15,2021-12-19T16:05:00 America/New_York,ATL,SF
15,2021-12-19T16:05:00 America/New_York,CIN,DEN
15,2021-12-19T16:25:00 America/New_York,SEA,LAR
15,2021-12-19T20:20:00 America/New_York,NO,TB
15,2021-12-20T20:15:00 America/New_York,MIN,CHI
16,2021-12-23T20:20:00 America/New_York,SF,TEN
16,2021-12-25T16:30:00 America/New_York,CLE,GB
16,2021-12-25T20:15:00 America/New_York,IND,ARI
16,2021-12-26T13:00:00 America/New_York,BAL,CIN
16,2021-12-26T13:00:00 America/New_York,BUF,NE
16,2021-12-26T13:00:00 America/New_York,DET,ATL
16,2021-12-26T13:00:00 America/New_York,JAX,NYJ
16,2021-12-26T13:00:00 America/New_York,LAC,HOU
16,2021-12-26T13:00:00 America/New_York,LAR,MIN
16,2021-12-26T13:00:00 America/New_York,NYG,PHI
16,2021-12-26T13:00:00 America/New_York,TB,CAR
16,2021-12-26T16:05:00 America/New_York,CHI,SEA
16,2021-12-26T16:25:00 America/New_York,DEN,LV
16,2021-12-26T16:25:00 America/New_York,PIT,KC
16,2021-12-26T20:20:00 America/New_York,WAS,DAL
16,2021-12-27T20:15:00 America/New_York,MIA,NO
17,2022-01-02T13:00:00 America/New_York,ARI,DAL
17,2022-01-02T13:00:00 America/New_York,ATL,BUF
17,2022-01-02T13:00:00 America/New_York,CAR,NO
17,2022-01-02T13:00:00 America/New_York,JAX,NE
17,2022-01-02T13:00:00 America/New_York,KC,CIN
17,2022-01-02T13:00:00 America/New_York,LV,IND
17,2022-01-02T13:00:00 America/New_York,MIA,TEN
17,2022-01-02T13:00:00 America/New_York,NYG,CHI
17,2022-01-02T13:00:00 America/New_York,PHI,WAS
17,2022-01-02T13:00:00 America/New_York,TB,NYJ
17,2022-01-02T16:05:00 America/New_York,DEN,LAC
17,2022-01-02T16:05:00 America/New_York,HOU,SF
17,2022-01-02T16:25:00 America/New_York,DET,SEA
17,2022-01-02T16:25:00 America/New_York,LAR,BAL
17,2022-01-02T20:20:00 America/New_York,MIN,GB
17,2022-01-03T20:15:00 America/New_York,CLE,PIT
18,2022-01-09T13:00:00 America/New_York,CAR,TB
18,2022-01-09T13:00:00 America/New_York,CHI,MIN
18,2022-01-09T13:00:00 America/New_York,CIN,CLE
18,2022-01-09T13:00:00 America/New_York,DAL,PHI
18,2022-01-09T13:00:00 America/New_York,GB,DET
18,2022-01-09T13:00:00 America/New_York,IND,JAX
18,2022-01-09T13:00:00 America/New_York,NE,MIA
18,2022-01-09T13:00:00 America/New_York,NO,ATL
18,2022-01-09T13:00:00 America/New_York,NYJ,BUF
18,2022-01-09T13:00:00 America/New_York,PIT,BAL
18,2022-01-09T13:00:00 America/New_York,TEN,HOU
18,2022-01-09T13:00:00 America/New_York,WAS,NYG
18,2022-01-09T16:25:00 America/New_York,KC,DEN
18,2022-01-09T16:25:00 America/New_York,LAC,LV
18,2022-01-09T16:25:00 America/New_York,SF,LAR
18,2022-01-09T16:25:00 America/New_York,SEA,ARI
