1,2022-09-08T20:20:00-05:00,BUF,LAR
1,2022-09-11T13:00:00-05:00,BAL,NYG
1,2022-09-11T13:00:00-05:00,CLE,CAR
1,2022-09-11T13:00:00-05:00,IND,HOU
1,2022-09-11T13:00:00-05:00,JAX,WAS
1,2022-09-11T13:00:00-05:00,NE,MIA
1,2022-09-11T13:00:00-05:00,NO,ATL
1,2022-09-11T13:00:00-05:00,PHI,DET
1,2022-09-11T13:00:00-05:00,PIT,CIN
1,2022-09-11T13:00:00-05:00,SF,CHI
1,2022-09-11T16:25:00-05:00,GB,MIN
1,2022-09-11T16:25:00-05:00,KC,ARI
1,2022-09-11T16:25:00-05:00,LV,LAC
1,2022-09-11T16:25:00-05:00,NYG,TEN
1,2022-09-11T20:20:00-05:00,TB,DAL
1,2022-09-12T20:15:00-05:00,DEN,SEA
2,2022-09-15T20:15:00-05:00,LAC,KC
2,2022-09-18T13:00:00-05:00,CAR,NYG
2,2022-09-18T13:00:00-05:00,IND,JAX
2,2022-09-18T13:00:00-05:00,MIA,BAL
2,2022-09-18T13:00:00-05:00,NE,PIT
2,2022-09-18T13:00:00-05:00,NYG,CLE
2,2022-09-18T13:00:00-05:00,TB,NO
2,2022-09-18T13:00:00-05:00,WAS,DET
2,2022-09-18T16:05:00-05:00,ATL,LAR
2,2022-09-18T16:05:00-05:00,SEA,SF
2,2022-09-18T16:25:00-05:00,ARI,LV
2,2022-09-18T16:25:00-05:00,CIN,DAL
2,2022-09-18T16:25:00-05:00,HOU,DEN
2,2022-09-18T20:20:00-05:00,CHI,GB
2,2022-09-19T19:15:00-05:00,TEN,BUF
2,2022-09-19T20:30:00-05:00,MIN,PHI
3,2022-09-22T20:15:00-05:00,PIT,CLE
3,2022-09-25T13:00:00-05:00,BAL,NE
3,2022-09-25T13:00:00-05:00,BUF,MIA
3,2022-09-25T13:00:00-05:00,CIN,NYG
3,2022-09-25T13:00:00-05:00,DET,MIN
3,2022-09-25T13:00:00-05:00,HOU,CHI
3,2022-09-25T13:00:00-05:00,KC,IND
3,2022-09-25T13:00:00-05:00,LV,TEN
3,2022-09-25T13:00:00-05:00,NO,CAR
3,2022-09-25T13:00:00-05:00,PHI,WAS
3,2022-09-25T16:05:00-05:00,JAX,LAC
3,2022-09-25T16:25:00-05:00,ATL,SEA
3,2022-09-25T16:25:00-05:00,GB,TB
3,2022-09-25T16:25:00-05:00,LAR,ARI
3,2022-09-25T20:20:00-05:00,SF,DEN
3,2022-09-26T20:15:00-05:00,DAL,NYG
4,2022-09-29T20:15:00-05:00,MIA,CIN
4,2022-10-02T9:30:00-05:00,MIN,NO
4,2022-10-02T13:00:00-05:00,BUF,BAL
4,2022-10-02T13:00:00-05:00,CHI,NYG
4,2022-10-02T13:00:00-05:00,CLE,ATL
4,2022-10-02T13:00:00-05:00,JAX,PHI
4,2022-10-02T13:00:00-05:00,LAC,HOU
4,2022-10-02T13:00:00-05:00,NYG,PIT
4,2022-10-02T13:00:00-05:00,SEA,DET
4,2022-10-02T13:00:00-05:00,TEN,IND
4,2022-10-02T13:00:00-05:00,WAS,DAL
4,2022-10-02T16:05:00-05:00,ARI,CAR
4,2022-10-02T16:25:00-05:00,DEN,LV
4,2022-10-02T16:25:00-05:00,NE,GB
4,2022-10-02T20:20:00-05:00,KC,TB
4,2022-10-03T20:15:00-05:00,LAR,SF
5,2022-10-06T20:15:00-05:00,IND,DEN
5,2022-10-09T9:30:00-05:00,NYG,GB
5,2022-10-09T13:00:00-05:00,ATL,TB
5,2022-10-09T13:00:00-05:00,CHI,MIN
5,2022-10-09T13:00:00-05:00,DET,NE
5,2022-10-09T13:00:00-05:00,HOU,JAX
5,2022-10-09T13:00:00-05:00,LAC,CLE
5,2022-10-09T13:00:00-05:00,MIA,NYG
